Year;Award;Name;race_ethnicity
1995;Actress in a Supporting Role;Kate Winslet                   ;White
1995;Directing                   ;Chris Noonan                   ;White
1995;Directing                   ;Mel Gibson                     ;White
1995;Directing                   ;Michael Radford                ;White
1995;Directing                   ;Mike Figgis                    ;White
1995;Directing                   ;Tim Robbins                    ;White
1996;Actor in a Leading Role     ;Tom Cruise                     ;White
1996;Actor in a Leading Role     ;Ralph Fiennes                  ;White
1996;Actor in a Leading Role     ;Woody Harrelson                ;White
1996;Actor in a Leading Role     ;Geoffrey Rush                  ;White
1996;Actor in a Leading Role     ;Billy Bob Thornton             ;White
1996;Actor in a Supporting Role  ;Cuba Gooding Jr.               ;Black
1996;Actor in a Supporting Role  ;William H. Macy                ;White
1996;Actor in a Supporting Role  ;Armin Mueller-Stahl            ;White
1996;Actor in a Supporting Role  ;Edward Norton                  ;White
1996;Actor in a Supporting Role  ;James Woods                    ;White
1996;Actress in a Leading Role   ;Brenda Blethyn                 ;White
1996;Actress in a Leading Role   ;Diane Keaton                   ;White
1996;Actress in a Leading Role   ;Frances McDormand              ;White
1996;Actress in a Leading Role   ;Kristin Scott Thomas           ;White
1996;Actress in a Leading Role   ;Emily Watson                   ;White
1996;Actress in a Supporting Role;Joan Allen                     ;White
1996;Actress in a Supporting Role;Lauren Bacall                  ;White
1996;Actress in a Supporting Role;Juliette Binoche               ;White
1996;Actress in a Supporting Role;Barbara Hershey                ;White
1996;Actress in a Supporting Role;Marianne Jean-Baptiste         ;Black
1996;Directing                   ;Anthony Minghella              ;White
1996;Directing                   ;Joel Coen                      ;White
1996;Directing                   ;Mike Leigh                     ;White
1996;Directing                   ;Milos Forman                   ;White
1996;Directing                   ;Scott Hicks                    ;White
1997;Actor in a Leading Role     ;Matt Damon                     ;White
1997;Actor in a Leading Role     ;Robert Duvall                  ;White
1997;Actor in a Leading Role     ;Peter Fonda                    ;White
1997;Actor in a Leading Role     ;Dustin Hoffman                 ;White
1997;Actor in a Leading Role     ;Jack Nicholson                 ;White
1997;Actor in a Supporting Role  ;Robert Forster                 ;White
1997;Actor in a Supporting Role  ;Anthony Hopkins                ;White
1997;Actor in a Supporting Role  ;Greg Kinnear                   ;White
1997;Actor in a Supporting Role  ;Burt Reynolds                  ;White
1997;Actor in a Supporting Role  ;Robin Williams                 ;White
1997;Actress in a Leading Role   ;Helena Bonham Carter           ;White
1997;Actress in a Leading Role   ;Julie Christie                 ;White
1997;Actress in a Leading Role   ;Judi Dench                     ;White
1997;Actress in a Leading Role   ;Helen Hunt                     ;White
1997;Actress in a Leading Role   ;Kate Winslet                   ;White
1997;Actress in a Supporting Role;Kim Basinger                   ;White
1997;Actress in a Supporting Role;Joan Cusack                    ;White
1997;Actress in a Supporting Role;Minnie Driver                  ;White
1997;Actress in a Supporting Role;Julianne Moore                 ;White
1997;Actress in a Supporting Role;Gloria Stuart                  ;White
1997;Directing                   ;Atom Egoyan                    ;Arab 
1997;Directing                   ;Curtis Hanson                  ;White
1997;Directing                   ;Gus Van Sant                   ;White
1997;Directing                   ;James Cameron                  ;White
1997;Directing                   ;Peter Cattaneo                 ;White
1998;Actor in a Leading Role     ;Roberto Benigni                ;White
1998;Actor in a Leading Role     ;Tom Hanks                      ;White
1998;Actor in a Leading Role     ;Ian McKellen                   ;White
1998;Actor in a Leading Role     ;Nick Nolte                     ;White
1998;Actor in a Leading Role     ;Edward Norton                  ;White
1998;Actor in a Supporting Role  ;James Coburn                   ;White
1998;Actor in a Supporting Role  ;Robert Duvall                  ;White
1998;Actor in a Supporting Role  ;Ed Harris                      ;White
1998;Actor in a Supporting Role  ;Geoffrey Rush                  ;White
1998;Actor in a Supporting Role  ;Billy Bob Thornton             ;White
1998;Actress in a Leading Role   ;Cate Blanchett                 ;White
1998;Actress in a Leading Role   ;Fernanda Montenegro            ;Hispa
1998;Actress in a Leading Role   ;Gwyneth Paltrow                ;White
1998;Actress in a Leading Role   ;Meryl Streep                   ;White
1998;Actress in a Leading Role   ;Emily Watson                   ;White
1998;Actress in a Supporting Role;Kathy Bates                    ;White
1998;Actress in a Supporting Role;Brenda Blethyn                 ;White
1998;Actress in a Supporting Role;Judi Dench                     ;White
1998;Actress in a Supporting Role;Rachel Griffiths               ;White
1998;Actress in a Supporting Role;Lynn Redgrave                  ;White
1998;Directing                   ;John Madden                    ;White
1998;Directing                   ;Peter Weir                     ;White
1998;Directing                   ;Roberto Benigni                ;White
1998;Directing                   ;Steven Spielberg               ;White
1998;Directing                   ;Terrence Malick                ;White
1999;Actor in a Leading Role     ;Russell Crowe                  ;White
1999;Actor in a Leading Role     ;Richard Farnsworth             ;White
1999;Actor in a Leading Role     ;Sean Penn                      ;White
1999;Actor in a Leading Role     ;Kevin Spacey                   ;White
1999;Actor in a Leading Role     ;Denzel Washington              ;Black
1999;Actor in a Supporting Role  ;Michael Caine                  ;White
1999;Actor in a Supporting Role  ;Tom Cruise                     ;White
1999;Actor in a Supporting Role  ;Michael Clarke Duncan          ;Black
1999;Actor in a Supporting Role  ;Jude Law                       ;White
1999;Actor in a Supporting Role  ;Haley Joel Osment              ;White
1999;Actress in a Leading Role   ;Annette Bening                 ;White
1999;Actress in a Leading Role   ;Janet McTeer                   ;White
1999;Actress in a Leading Role   ;Julianne Moore                 ;White
1999;Actress in a Leading Role   ;Meryl Streep                   ;White
1999;Actress in a Leading Role   ;Hilary Swank                   ;White
1999;Actress in a Supporting Role;Toni Collette                  ;White
1999;Actress in a Supporting Role;Angelina Jolie                 ;White
1999;Actress in a Supporting Role;Catherine Keener               ;White
1999;Actress in a Supporting Role;Samantha Morton                ;White
1999;Actress in a Supporting Role;Chloë Sevigny                 ;White
1999;Directing                   ;Lasse Hallström               ;White
1999;Directing                   ;M. Night Shyamalan             ;Indo 
1999;Directing                   ;Michael Mann                   ;White
1999;Directing                   ;Sam Mendes                     ;White
1999;Directing                   ;Spike Jonze                    ;White
2000;Actor in a Leading Role     ;Javier Bardem                  ;White
2000;Actor in a Leading Role     ;Russell Crowe                  ;White
2000;Actor in a Leading Role     ;Tom Hanks                      ;White
2000;Actor in a Leading Role     ;Ed Harris                      ;White
2000;Actor in a Leading Role     ;Geoffrey Rush                  ;White
2000;Actor in a Supporting Role  ;Jeff Bridges                   ;White
2000;Actor in a Supporting Role  ;Willem Dafoe                   ;White
2000;Actor in a Supporting Role  ;Benicio Del Toro               ;Hispa
2000;Actor in a Supporting Role  ;Albert Finney                  ;White
2000;Actor in a Supporting Role  ;Joaquin Phoenix                ;White
2000;Actress in a Leading Role   ;Joan Allen                     ;White
2000;Actress in a Leading Role   ;Juliette Binoche               ;White
2000;Actress in a Leading Role   ;Ellen Burstyn                  ;White
2000;Actress in a Leading Role   ;Laura Linney                   ;White
2000;Actress in a Leading Role   ;Julia Roberts                  ;White
2000;Actress in a Supporting Role;Judi Dench                     ;White
2000;Actress in a Supporting Role;Marcia Gay Harden              ;White
2000;Actress in a Supporting Role;Kate Hudson                    ;White
2000;Actress in a Supporting Role;Frances McDormand              ;White
2000;Actress in a Supporting Role;Julie Walters                  ;White
2000;Directing                   ;Ang Lee                        ;Asian
2000;Directing                   ;Ridley Scott                   ;White
2000;Directing                   ;Stephen Daldry                 ;White
2000;Directing                   ;Steven Soderbergh              ;White
2000;Directing                   ;Steven Soderbergh              ;White
2001;Actor in a Leading Role     ;Russell Crowe                  ;White
2001;Actor in a Leading Role     ;Sean Penn                      ;White
2001;Actor in a Leading Role     ;Will Smith                     ;Black
2001;Actor in a Leading Role     ;Denzel Washington              ;Black
2001;Actor in a Leading Role     ;Tom Wilkinson                  ;White
2001;Actor in a Supporting Role  ;Jim Broadbent                  ;White
2001;Actor in a Supporting Role  ;Ethan Hawke                    ;White
2001;Actor in a Supporting Role  ;Ben Kingsley                   ;Asian
2001;Actor in a Supporting Role  ;Ian McKellen                   ;White
2001;Actor in a Supporting Role  ;Jon Voight                     ;White
2001;Actress in a Leading Role   ;Halle Berry                    ;Black
2001;Actress in a Leading Role   ;Judi Dench                     ;White
2001;Actress in a Leading Role   ;Nicole Kidman                  ;White
2001;Actress in a Leading Role   ;Sissy Spacek                   ;White
2001;Actress in a Leading Role   ;Renée Zellweger               ;White
2001;Actress in a Supporting Role;Jennifer Connelly              ;White
2001;Actress in a Supporting Role;Helen Mirren                   ;White
2001;Actress in a Supporting Role;Maggie Smith                   ;White
2001;Actress in a Supporting Role;Marisa Tomei                   ;White
2001;Actress in a Supporting Role;Kate Winslet                   ;White
2001;Directing                   ;David Lynch                    ;White
2001;Directing                   ;Peter Jackson                  ;White
2001;Directing                   ;Ridley Scott                   ;White
2001;Directing                   ;Robert Altman                  ;White
2001;Directing                   ;Ron Howard                     ;White
2002;Actor in a Leading Role     ;Adrien Brody                   ;White
2002;Actor in a Leading Role     ;Nicolas Cage                   ;White
2002;Actor in a Leading Role     ;Michael Caine                  ;White
2002;Actor in a Leading Role     ;Daniel Day-Lewis               ;White
2002;Actor in a Leading Role     ;Jack Nicholson                 ;White
2002;Actor in a Supporting Role  ;Chris Cooper                   ;White
2002;Actor in a Supporting Role  ;Ed Harris                      ;White
2002;Actor in a Supporting Role  ;Paul Newman                    ;White
2002;Actor in a Supporting Role  ;John C. Reilly                 ;White
2002;Actor in a Supporting Role  ;Christopher Walken             ;White
2002;Actress in a Leading Role   ;Salma Hayek                    ;Hispa
2002;Actress in a Leading Role   ;Nicole Kidman                  ;White
2002;Actress in a Leading Role   ;Diane Lane                     ;White
2002;Actress in a Leading Role   ;Julianne Moore                 ;White
2002;Actress in a Leading Role   ;Renée Zellweger               ;White
2002;Actress in a Supporting Role;Kathy Bates                    ;White
2002;Actress in a Supporting Role;Julianne Moore                 ;White
2002;Actress in a Supporting Role;Queen Latifah                  ;Black
2002;Actress in a Supporting Role;Meryl Streep                   ;White
2002;Actress in a Supporting Role;Catherine Zeta-Jones           ;White
2002;Directing                   ;Martin Scorsese                ;White
2002;Directing                   ;Pedro Almodóvar               ;White
2002;Directing                   ;Rob Marshall                   ;White
2002;Directing                   ;Roman Polanski                 ;White
2002;Directing                   ;Stephen Daldry                 ;White
2003;Actor in a Leading Role     ;Johnny Depp                    ;White
2003;Actor in a Leading Role     ;Ben Kingsley                   ;Asian
2003;Actor in a Leading Role     ;Jude Law                       ;White
2003;Actor in a Leading Role     ;Bill Murray                    ;White
2003;Actor in a Leading Role     ;Sean Penn                      ;White
2003;Actor in a Supporting Role  ;Alec Baldwin                   ;White
2003;Actor in a Supporting Role  ;Benicio Del Toro               ;Hispa
2003;Actor in a Supporting Role  ;Djimon Hounsou                 ;Black
2003;Actor in a Supporting Role  ;Tim Robbins                    ;White
2003;Actor in a Supporting Role  ;Ken Watanabe                   ;Asian
2003;Actress in a Leading Role   ;Keisha Castle-Hughes           ;White
2003;Actress in a Leading Role   ;Diane Keaton                   ;White
2003;Actress in a Leading Role   ;Samantha Morton                ;White
2003;Actress in a Leading Role   ;Charlize Theron                ;White
2003;Actress in a Leading Role   ;Naomi Watts                    ;White
2003;Actress in a Supporting Role;Shohreh Aghdashloo             ;Arab 
2003;Actress in a Supporting Role;Patricia Clarkson              ;White
2003;Actress in a Supporting Role;Marcia Gay Harden              ;White
2003;Actress in a Supporting Role;Holly Hunter                   ;White
2003;Actress in a Supporting Role;Renée Zellweger               ;White
2003;Directing                   ;Clint Eastwood                 ;White
2003;Directing                   ;Fernando Meirelles             ;White
2003;Directing                   ;Peter Jackson                  ;White
2003;Directing                   ;Peter Weir                     ;White
2003;Directing                   ;Sofia Coppola                  ;White
2004;Actor in a Leading Role     ;Don Cheadle                    ;Black
2004;Actor in a Leading Role     ;Johnny Depp                    ;White
2004;Actor in a Leading Role     ;Leonardo DiCaprio              ;White
2004;Actor in a Leading Role     ;Clint Eastwood                 ;White
2004;Actor in a Leading Role     ;Jamie Foxx                     ;Black
2004;Actor in a Supporting Role  ;Alan Alda                      ;White
2004;Actor in a Supporting Role  ;Thomas Haden Church            ;White
2004;Actor in a Supporting Role  ;Jamie Foxx                     ;Black
2004;Actor in a Supporting Role  ;Morgan Freeman                 ;Black
2004;Actor in a Supporting Role  ;Clive Owen                     ;White
2004;Actress in a Leading Role   ;Annette Bening                 ;White
2004;Actress in a Leading Role   ;Catalina Sandino Moreno        ;Hispa
2004;Actress in a Leading Role   ;Imelda Staunton                ;White
2004;Actress in a Leading Role   ;Hilary Swank                   ;White
2004;Actress in a Leading Role   ;Kate Winslet                   ;White
2004;Actress in a Supporting Role;Cate Blanchett                 ;White
2004;Actress in a Supporting Role;Laura Linney                   ;White
2004;Actress in a Supporting Role;Virginia Madsen                ;White
2004;Actress in a Supporting Role;Sophie Okonedo                 ;Black
2004;Actress in a Supporting Role;Natalie Portman                ;White
2004;Directing                   ;Alexander Payne                ;White
2004;Directing                   ;Clint Eastwood                 ;White
2004;Directing                   ;Martin Scorsese                ;White
2004;Directing                   ;Mike Leigh                     ;White
2004;Directing                   ;Taylor Hackford                ;White
2005;Actor in a Leading Role     ;Philip Seymour Hoffman         ;White
2005;Actor in a Leading Role     ;Terrence Howard                ;Black
2005;Actor in a Leading Role     ;Heath Ledger                   ;White
2005;Actor in a Leading Role     ;Joaquin Phoenix                ;White
2005;Actor in a Leading Role     ;David Strathairn               ;White
2005;Actor in a Supporting Role  ;George Clooney                 ;White
2005;Actor in a Supporting Role  ;Matt Dillon                    ;White
2005;Actor in a Supporting Role  ;Paul Giamatti                  ;White
2005;Actor in a Supporting Role  ;Jake Gyllenhaal                ;White
2005;Actor in a Supporting Role  ;William Hurt                   ;White
2005;Actress in a Leading Role   ;Judi Dench                     ;White
2005;Actress in a Leading Role   ;Felicity Huffman               ;White
2005;Actress in a Leading Role   ;Keira Knightley                ;White
2005;Actress in a Leading Role   ;Charlize Theron                ;White
2005;Actress in a Leading Role   ;Reese Witherspoon              ;White
2005;Actress in a Supporting Role;Amy Adams                      ;White
2005;Actress in a Supporting Role;Catherine Keener               ;White
2005;Actress in a Supporting Role;Frances McDormand              ;White
2005;Actress in a Supporting Role;Rachel Weisz                   ;White
2005;Actress in a Supporting Role;Michelle Williams              ;White
2005;Directing                   ;Ang Lee                        ;Asian
2005;Directing                   ;Bennett Miller                 ;White
2005;Directing                   ;George Clooney                 ;White
2005;Directing                   ;Paul Haggis                    ;White
2005;Directing                   ;Steven Spielberg               ;White
2006;Actor in a Leading Role     ;Leonardo DiCaprio              ;White
2006;Actor in a Leading Role     ;Ryan Gosling                   ;White
2006;Actor in a Leading Role     ;Peter O'Toole                  ;White
2006;Actor in a Leading Role     ;Will Smith                     ;Black
2006;Actor in a Leading Role     ;Forest Whitaker                ;Black
2006;Actor in a Supporting Role  ;Alan Arkin                     ;White
2006;Actor in a Supporting Role  ;Jackie Earle Haley             ;White
2006;Actor in a Supporting Role  ;Djimon Hounsou                 ;Black
2006;Actor in a Supporting Role  ;Eddie Murphy                   ;Black
2006;Actor in a Supporting Role  ;Mark Wahlberg                  ;White
2006;Actress in a Leading Role   ;Penélope Cruz                 ;White
2006;Actress in a Leading Role   ;Judi Dench                     ;White
2006;Actress in a Leading Role   ;Helen Mirren                   ;White
2006;Actress in a Leading Role   ;Meryl Streep                   ;White
2006;Actress in a Leading Role   ;Kate Winslet                   ;White
2006;Actress in a Supporting Role;Adriana Barraza                ;Hispa
2006;Actress in a Supporting Role;Cate Blanchett                 ;White
2006;Actress in a Supporting Role;Abigail Breslin                ;White
2006;Actress in a Supporting Role;Jennifer Hudson                ;Black
2006;Actress in a Supporting Role;Rinko Kikuchi                  ;Asian
2006;Directing                   ;Alejandro González Iñárritu ;White
2006;Directing                   ;Clint Eastwood                 ;White
2006;Directing                   ;Martin Scorsese                ;White
2006;Directing                   ;Paul Greengrass                ;White
2006;Directing                   ;Stephen Frears                 ;White
2007;Actor in a Leading Role     ;George Clooney                 ;White
2007;Actor in a Leading Role     ;Daniel Day-Lewis               ;White
2007;Actor in a Leading Role     ;Johnny Depp                    ;White
2007;Actor in a Leading Role     ;Tommy Lee Jones                ;White
2007;Actor in a Leading Role     ;Viggo Mortensen                ;White
2007;Actor in a Supporting Role  ;Casey Affleck                  ;White
2007;Actor in a Supporting Role  ;Javier Bardem                  ;White
2007;Actor in a Supporting Role  ;Philip Seymour Hoffman         ;White
2007;Actor in a Supporting Role  ;Hal Holbrook                   ;White
2007;Actor in a Supporting Role  ;Tom Wilkinson                  ;White
2007;Actress in a Leading Role   ;Cate Blanchett                 ;White
2007;Actress in a Leading Role   ;Julie Christie                 ;White
2007;Actress in a Leading Role   ;Marion Cotillard               ;White
2007;Actress in a Leading Role   ;Laura Linney                   ;White
2007;Actress in a Leading Role   ;Ellen Page                     ;White
2007;Actress in a Supporting Role;Cate Blanchett                 ;White
2007;Actress in a Supporting Role;Ruby Dee                       ;Black
2007;Actress in a Supporting Role;Saoirse Ronan                  ;White
2007;Actress in a Supporting Role;Amy Ryan                       ;White
2007;Actress in a Supporting Role;Tilda Swinton                  ;White
2007;Directing                   ;Jason Reitman                  ;White
2007;Directing                   ;Joel Coen and Ethan Coen       ;White
2007;Directing                   ;Julian Schnabel                ;White
2007;Directing                   ;Paul Thomas Anderson           ;White
2007;Directing                   ;Tony Gilroy                    ;White
2008;Actor in a Leading Role     ;Richard Jenkins                ;White
2008;Actor in a Leading Role     ;Frank Langella                 ;White
2008;Actor in a Leading Role     ;Sean Penn                      ;White
2008;Actor in a Leading Role     ;Brad Pitt                      ;White
2008;Actor in a Leading Role     ;Mickey Rourke                  ;White
2008;Actor in a Supporting Role  ;Josh Brolin                    ;White
2008;Actor in a Supporting Role  ;Robert Downey Jr.              ;White
2008;Actor in a Supporting Role  ;Philip Seymour Hoffman         ;White
2008;Actor in a Supporting Role  ;Heath Ledger                   ;White
2008;Actor in a Supporting Role  ;Michael Shannon                ;White
2008;Actress in a Leading Role   ;Anne Hathaway                  ;White
2008;Actress in a Leading Role   ;Angelina Jolie                 ;White
2008;Actress in a Leading Role   ;Melissa Leo                    ;White
2008;Actress in a Leading Role   ;Meryl Streep                   ;White
2008;Actress in a Leading Role   ;Kate Winslet                   ;White
2008;Actress in a Supporting Role;Amy Adams                      ;White
2008;Actress in a Supporting Role;Penélope Cruz                 ;White
2008;Actress in a Supporting Role;Viola Davis                    ;Black
2008;Actress in a Supporting Role;Taraji P. Henson               ;Black
2008;Actress in a Supporting Role;Marisa Tomei                   ;White
2008;Directing                   ;Danny Boyle                    ;White
2008;Directing                   ;David Fincher                  ;White
2008;Directing                   ;Gus Van Sant                   ;White
2008;Directing                   ;Ron Howard                     ;White
2008;Directing                   ;Stephen Daldry                 ;White
2009;Actor in a Leading Role     ;Jeff Bridges                   ;White
2009;Actor in a Leading Role     ;George Clooney                 ;White
2009;Actor in a Leading Role     ;Colin Firth                    ;White
2009;Actor in a Leading Role     ;Morgan Freeman                 ;Black
2009;Actor in a Leading Role     ;Jeremy Renner                  ;White
2009;Actor in a Supporting Role  ;Matt Damon                     ;White
2009;Actor in a Supporting Role  ;Woody Harrelson                ;White
2009;Actor in a Supporting Role  ;Christopher Plummer            ;White
2009;Actor in a Supporting Role  ;Stanley Tucci                  ;White
2009;Actor in a Supporting Role  ;Christoph Waltz                ;White
2009;Actress in a Leading Role   ;Sandra Bullock                 ;White
2009;Actress in a Leading Role   ;Helen Mirren                   ;White
2009;Actress in a Leading Role   ;Carey Mulligan                 ;White
2009;Actress in a Leading Role   ;Gabourey Sidibe                ;Black
2009;Actress in a Leading Role   ;Meryl Streep                   ;White
2009;Actress in a Supporting Role;Penélope Cruz                 ;White
2009;Actress in a Supporting Role;Vera Farmiga                   ;White
2009;Actress in a Supporting Role;Maggie Gyllenhaal              ;White
2009;Actress in a Supporting Role;Anna Kendrick                  ;White
2009;Actress in a Supporting Role;Mo'Nique                       ;Black
2009;Directing                   ;James Cameron                  ;White
2009;Directing                   ;Jason Reitman                  ;White
2009;Directing                   ;Kathryn Bigelow                ;White
2009;Directing                   ;Lee Daniels                    ;Black
2009;Directing                   ;Quentin Tarantino              ;White
2010;Actor in a Leading Role     ;Javier Bardem                  ;White
2010;Actor in a Leading Role     ;Jeff Bridges                   ;White
2010;Actor in a Leading Role     ;Jesse Eisenberg                ;White
2010;Actor in a Leading Role     ;Colin Firth                    ;White
2010;Actor in a Leading Role     ;James Franco                   ;White
2010;Actor in a Supporting Role  ;Christian Bale                 ;White
2010;Actor in a Supporting Role  ;John Hawkes                    ;White
2010;Actor in a Supporting Role  ;Jeremy Renner                  ;White
2010;Actor in a Supporting Role  ;Mark Ruffalo                   ;White
2010;Actor in a Supporting Role  ;Geoffrey Rush                  ;White
2010;Actress in a Leading Role   ;Annette Bening                 ;White
2010;Actress in a Leading Role   ;Nicole Kidman                  ;White
2010;Actress in a Leading Role   ;Jennifer Lawrence              ;White
2010;Actress in a Leading Role   ;Natalie Portman                ;White
2010;Actress in a Leading Role   ;Michelle Williams              ;White
2010;Actress in a Supporting Role;Amy Adams                      ;White
2010;Actress in a Supporting Role;Helena Bonham Carter           ;White
2010;Actress in a Supporting Role;Melissa Leo                    ;White
2010;Actress in a Supporting Role;Hailee Steinfeld               ;White
2010;Actress in a Supporting Role;Jacki Weaver                   ;White
2010;Directing                   ;Darren Aronofsky               ;White
2010;Directing                   ;David Fincher                  ;White
2010;Directing                   ;David O. Russell               ;White
2010;Directing                   ;Joel Coen and Ethan Coen       ;White
2010;Directing                   ;Tom Hooper                     ;White
2011;Actor in a Leading Role     ;Demián Bichir                 ;Hispa
2011;Actor in a Leading Role     ;George Clooney                 ;White
2011;Actor in a Leading Role     ;Jean Dujardin                  ;White
2011;Actor in a Leading Role     ;Gary Oldman                    ;White
2011;Actor in a Leading Role     ;Brad Pitt                      ;White
2011;Actor in a Supporting Role  ;Kenneth Branagh                ;White
2011;Actor in a Supporting Role  ;Jonah Hill                     ;White
2011;Actor in a Supporting Role  ;Nick Nolte                     ;White
2011;Actor in a Supporting Role  ;Christopher Plummer            ;White
2011;Actor in a Supporting Role  ;Max von Sydow                  ;White
2011;Actress in a Leading Role   ;Glenn Close                    ;White
2011;Actress in a Leading Role   ;Viola Davis                    ;Black
2011;Actress in a Leading Role   ;Rooney Mara                    ;White
2011;Actress in a Leading Role   ;Meryl Streep                   ;White
2011;Actress in a Leading Role   ;Michelle Williams              ;White
2011;Actress in a Supporting Role;Bérénice Bejo                ;Hispa
2011;Actress in a Supporting Role;Jessica Chastain               ;White
2011;Actress in a Supporting Role;Melissa McCarthy               ;White
2011;Actress in a Supporting Role;Janet McTeer                   ;White
2011;Actress in a Supporting Role;Octavia Spencer                ;Black
2011;Directing                   ;Alexander Payne                ;White
2011;Directing                   ;Martin Scorsese                ;White
2011;Directing                   ;Michel Hazanavicius            ;White
2011;Directing                   ;Terrence Malick                ;White
2011;Directing                   ;Woody Allen                    ;White
2012;Actor in a Leading Role     ;Bradley Cooper                 ;White
2012;Actor in a Leading Role     ;Daniel Day-Lewis               ;White
2012;Actor in a Leading Role     ;Hugh Jackman                   ;White
2012;Actor in a Leading Role     ;Joaquin Phoenix                ;White
2012;Actor in a Leading Role     ;Denzel Washington              ;Black
2012;Actor in a Supporting Role  ;Alan Arkin                     ;White
2012;Actor in a Supporting Role  ;Robert De Niro                 ;White
2012;Actor in a Supporting Role  ;Philip Seymour Hoffman         ;White
2012;Actor in a Supporting Role  ;Tommy Lee Jones                ;White
2012;Actor in a Supporting Role  ;Christoph Waltz                ;White
2012;Actress in a Leading Role   ;Jessica Chastain               ;White
2012;Actress in a Leading Role   ;Jennifer Lawrence              ;White
2012;Actress in a Leading Role   ;Emmanuelle Riva                ;White
2012;Actress in a Leading Role   ;Quvenzhané Wallis             ;Black
2012;Actress in a Leading Role   ;Naomi Watts                    ;White
2012;Actress in a Supporting Role;Amy Adams                      ;White
2012;Actress in a Supporting Role;Sally Field                    ;White
2012;Actress in a Supporting Role;Anne Hathaway                  ;White
2012;Actress in a Supporting Role;Helen Hunt                     ;White
2012;Actress in a Supporting Role;Jacki Weaver                   ;White
2012;Directing                   ;Ang Lee                        ;Asian
2012;Directing                   ;Benh Zeitlin                   ;White
2012;Directing                   ;David O. Russell               ;White
2012;Directing                   ;Michael Haneke                 ;White
2012;Directing                   ;Steven Spielberg               ;White
2013;Actor in a Leading Role     ;Christian Bale                 ;White
2013;Actor in a Leading Role     ;Bruce Dern                     ;White
2013;Actor in a Leading Role     ;Leonardo DiCaprio              ;White
2013;Actor in a Leading Role     ;Chiwetel Ejiofor               ;Black
2013;Actor in a Leading Role     ;Matthew McConaughey            ;White
2013;Actor in a Supporting Role  ;Barkhad Abdi                   ;Black
2013;Actor in a Supporting Role  ;Bradley Cooper                 ;White
2013;Actor in a Supporting Role  ;Michael Fassbender             ;White
2013;Actor in a Supporting Role  ;Jonah Hill                     ;White
2013;Actor in a Supporting Role  ;Jared Leto                     ;White
2013;Actress in a Leading Role   ;Amy Adams                      ;White
2013;Actress in a Leading Role   ;Cate Blanchett                 ;White
2013;Actress in a Leading Role   ;Sandra Bullock                 ;White
2013;Actress in a Leading Role   ;Judi Dench                     ;White
2013;Actress in a Leading Role   ;Meryl Streep                   ;White
2013;Actress in a Supporting Role;Sally Hawkins                  ;White
2013;Actress in a Supporting Role;Jennifer Lawrence              ;White
2013;Actress in a Supporting Role;Lupita Nyong'o                 ;Black
2013;Actress in a Supporting Role;Julia Roberts                  ;White
2013;Actress in a Supporting Role;June Squibb                    ;White
2013;Directing                   ;Alexander Payne                ;White
2013;Directing                   ;Alfonso Cuarón                ;White
2013;Directing                   ;David O. Russell               ;White
2013;Directing                   ;Martin Scorsese                ;White
2013;Directing                   ;Steve McQueen                  ;White
2014;Actor in a Leading Role     ;Steve Carell                   ;White
2014;Actor in a Leading Role     ;Bradley Cooper                 ;White
2014;Actor in a Leading Role     ;Benedict Cumberbatch           ;White
2014;Actor in a Leading Role     ;Michael Keaton                 ;White
2014;Actor in a Leading Role     ;Eddie Redmayne                 ;White
2014;Actor in a Supporting Role  ;Robert Duvall                  ;White
2014;Actor in a Supporting Role  ;Ethan Hawke                    ;White
2014;Actor in a Supporting Role  ;Edward Norton                  ;White
2014;Actor in a Supporting Role  ;Mark Ruffalo                   ;White
2014;Actor in a Supporting Role  ;J.K. Simmons                   ;White
2014;Actress in a Leading Role   ;Marion Cotillard               ;White
2014;Actress in a Leading Role   ;Felicity Jones                 ;White
2014;Actress in a Leading Role   ;Julianne Moore                 ;White
2014;Actress in a Leading Role   ;Rosamund Pike                  ;White
2014;Actress in a Leading Role   ;Reese Witherspoon              ;White
2014;Actress in a Supporting Role;Patricia Arquette              ;White
2014;Actress in a Supporting Role;Laura Dern                     ;White
2014;Actress in a Supporting Role;Keira Knightley                ;White
2014;Actress in a Supporting Role;Emma Stone                     ;White
2014;Actress in a Supporting Role;Meryl Streep                   ;White
2014;Directing                   ;Alejandro G. Iñárritu        ;White
2014;Directing                   ;Bennett Miller                 ;White
2014;Directing                   ;Morten Tyldum                  ;White
2014;Directing                   ;Richard Linklater              ;White
2014;Directing                   ;Wes Anderson                   ;White
2015;Actor in a Leading Role     ;Bryan Cranston                 ;White
2015;Actor in a Leading Role     ;Matt Damon                     ;White
2015;Actor in a Leading Role     ;Leonardo DiCaprio              ;White
2015;Actor in a Leading Role     ;Michael Fassbender             ;White
2015;Actor in a Leading Role     ;Eddie Redmayne                 ;White
2015;Actor in a Supporting Role  ;Christian Bale                 ;White
2015;Actor in a Supporting Role  ;Tom Hardy                      ;White
2015;Actor in a Supporting Role  ;Mark Ruffalo                   ;White
2015;Actor in a Supporting Role  ;Mark Rylance                   ;White
2015;Actor in a Supporting Role  ;Sylvester Stallone             ;White
2015;Actress in a Leading Role   ;Cate Blanchett                 ;White
2015;Actress in a Leading Role   ;Brie Larson                    ;White
2015;Actress in a Leading Role   ;Jennifer Lawrence              ;White
