year,orientation,ethnicity,winner,ratio,party
1983,Bisexual,Asian,0,0,Republican
1983,Bisexual,Black,0,0,Republican
1983,Bisexual,Hispanic,0,0,Republican
1983,Bisexual,White,0,0,Republican
1983,Bisexual,Asian,1,0,Republican
1983,Bisexual,Black,1,0,Republican
1983,Bisexual,Hispanic,1,0,Republican
1983,Bisexual,White,1,0,Republican
1983,Bisexual,Asian,2,0,Republican
1983,Bisexual,Black,2,0,Republican
1983,Bisexual,Hispanic,2,0,Republican
1983,Bisexual,White,2,0,Republican
1983,Gay     ,Asian,0,0,Republican
1983,Gay     ,Black,0,0,Republican
1983,Gay     ,Hispanic,0,0,Republican
1983,Gay     ,White,0,0,Republican
1983,Gay     ,Asian,1,0,Republican
1983,Gay     ,Black,1,0,Republican
1983,Gay     ,Hispanic,1,0,Republican
1983,Gay     ,White,1,0,Republican
1983,Gay     ,Asian,2,0,Republican
1983,Gay     ,Black,2,0,Republican
1983,Gay     ,Hispanic,2,0,Republican
1983,Gay     ,White,2,0,Republican
1983,Lesbian ,Asian,0,0,Republican
1983,Lesbian ,Black,0,0,Republican
1983,Lesbian ,Hispanic,0,0,Republican
1983,Lesbian ,White,0,0,Republican
1983,Lesbian ,Asian,1,0,Republican
1983,Lesbian ,Black,1,0,Republican
1983,Lesbian ,Hispanic,1,0,Republican
1983,Lesbian ,White,1,20,Republican
1983,Lesbian ,Asian,2,0,Republican
1983,Lesbian ,Black,2,0,Republican
1983,Lesbian ,Hispanic,2,0,Republican
1983,Lesbian ,White,2,4,Republican
1983,Straight,Asian,0,0,Republican
1983,Straight,Black,0,5,Republican
1983,Straight,Hispanic,0,0,Republican
1983,Straight,White,0,95,Republican
1983,Straight,Asian,1,0,Republican
1983,Straight,Black,1,0,Republican
1983,Straight,Hispanic,1,0,Republican
1983,Straight,White,1,80,Republican
1983,Straight,Asian,2,0,Republican
1983,Straight,Black,2,3.84,Republican
1983,Straight,Hispanic,2,0,Republican
1983,Straight,White,2,88.32,Republican
1984,Bisexual,Asian,0,0,Republican
1984,Bisexual,Black,0,0,Republican
1984,Bisexual,Hispanic,0,0,Republican
1984,Bisexual,White,0,0,Republican
1984,Bisexual,Asian,1,0,Republican
1984,Bisexual,Black,1,0,Republican
1984,Bisexual,Hispanic,1,0,Republican
1984,Bisexual,White,1,0,Republican
1984,Bisexual,Asian,2,0,Republican
1984,Bisexual,Black,2,0,Republican
1984,Bisexual,Hispanic,2,0,Republican
1984,Bisexual,White,2,0,Republican
1984,Gay     ,Asian,0,0,Republican
1984,Gay     ,Black,0,0,Republican
1984,Gay     ,Hispanic,0,0,Republican
1984,Gay     ,White,0,5,Republican
1984,Gay     ,Asian,1,0,Republican
1984,Gay     ,Black,1,0,Republican
1984,Gay     ,Hispanic,1,0,Republican
1984,Gay     ,White,1,0,Republican
1984,Gay     ,Asian,2,0,Republican
1984,Gay     ,Black,2,0,Republican
1984,Gay     ,Hispanic,2,0,Republican
1984,Gay     ,White,2,4,Republican
1984,Lesbian ,Asian,0,0,Republican
1984,Lesbian ,Black,0,0,Republican
1984,Lesbian ,Hispanic,0,0,Republican
1984,Lesbian ,White,0,0,Republican
1984,Lesbian ,Asian,1,0,Republican
1984,Lesbian ,Black,1,0,Republican
1984,Lesbian ,Hispanic,1,0,Republican
1984,Lesbian ,White,1,0,Republican
1984,Lesbian ,Asian,2,0,Republican
1984,Lesbian ,Black,2,0,Republican
1984,Lesbian ,Hispanic,2,0,Republican
1984,Lesbian ,White,2,0,Republican
1984,Straight,Asian,0,4.75,Republican
1984,Straight,Black,0,4.75,Republican
1984,Straight,Hispanic,0,0,Republican
1984,Straight,White,0,85.5,Republican
1984,Straight,Asian,1,20,Republican
1984,Straight,Black,1,0,Republican
1984,Straight,Hispanic,1,0,Republican
1984,Straight,White,1,80,Republican
1984,Straight,Asian,2,7.68,Republican
1984,Straight,Black,2,3.84,Republican
1984,Straight,Hispanic,2,0,Republican
1984,Straight,White,2,84.48,Republican
1985,Bisexual,Asian,0,0,Republican
1985,Bisexual,Black,0,0,Republican
1985,Bisexual,Hispanic,0,0,Republican
1985,Bisexual,White,0,0,Republican
1985,Bisexual,Asian,1,0,Republican
1985,Bisexual,Black,1,0,Republican
1985,Bisexual,Hispanic,1,0,Republican
1985,Bisexual,White,1,0,Republican
1985,Bisexual,Asian,2,0,Republican
1985,Bisexual,Black,2,0,Republican
1985,Bisexual,Hispanic,2,0,Republican
1985,Bisexual,White,2,0,Republican
1985,Gay     ,Asian,0,0,Republican
1985,Gay     ,Black,0,0,Republican
1985,Gay     ,Hispanic,0,0,Republican
1985,Gay     ,White,0,0,Republican
1985,Gay     ,Asian,1,0,Republican
1985,Gay     ,Black,1,0,Republican
1985,Gay     ,Hispanic,1,0,Republican
1985,Gay     ,White,1,0,Republican
1985,Gay     ,Asian,2,0,Republican
1985,Gay     ,Black,2,0,Republican
1985,Gay     ,Hispanic,2,0,Republican
1985,Gay     ,White,2,0,Republican
1985,Lesbian ,Asian,0,0,Republican
1985,Lesbian ,Black,0,0,Republican
1985,Lesbian ,Hispanic,0,0,Republican
1985,Lesbian ,White,0,0,Republican
1985,Lesbian ,Asian,1,0,Republican
1985,Lesbian ,Black,1,0,Republican
1985,Lesbian ,Hispanic,1,0,Republican
1985,Lesbian ,White,1,0,Republican
1985,Lesbian ,Asian,2,0,Republican
1985,Lesbian ,Black,2,0,Republican
1985,Lesbian ,Hispanic,2,0,Republican
1985,Lesbian ,White,2,0,Republican
1985,Straight,Asian,0,10,Republican
1985,Straight,Black,0,15,Republican
1985,Straight,Hispanic,0,5,Republican
1985,Straight,White,0,70,Republican
1985,Straight,Asian,1,0,Republican
1985,Straight,Black,1,0,Republican
1985,Straight,Hispanic,1,0,Republican
1985,Straight,White,1,100,Republican
1985,Straight,Asian,2,8,Republican
1985,Straight,Black,2,12,Republican
1985,Straight,Hispanic,2,4,Republican
1985,Straight,White,2,76,Republican
1986,Bisexual,Asian,0,0,Republican
1986,Bisexual,Black,0,0,Republican
1986,Bisexual,Hispanic,0,0,Republican
1986,Bisexual,White,0,5,Republican
1986,Bisexual,Asian,1,0,Republican
1986,Bisexual,Black,1,0,Republican
1986,Bisexual,Hispanic,1,0,Republican
1986,Bisexual,White,1,0,Republican
1986,Bisexual,Asian,2,0,Republican
1986,Bisexual,Black,2,0,Republican
1986,Bisexual,Hispanic,2,0,Republican
1986,Bisexual,White,2,4,Republican
1986,Gay     ,Asian,0,0,Republican
1986,Gay     ,Black,0,0,Republican
1986,Gay     ,Hispanic,0,0,Republican
1986,Gay     ,White,0,5,Republican
1986,Gay     ,Asian,1,0,Republican
1986,Gay     ,Black,1,0,Republican
1986,Gay     ,Hispanic,1,0,Republican
1986,Gay     ,White,1,0,Republican
1986,Gay     ,Asian,2,0,Republican
1986,Gay     ,Black,2,0,Republican
1986,Gay     ,Hispanic,2,0,Republican
1986,Gay     ,White,2,4,Republican
1986,Lesbian ,Asian,0,0,Republican
1986,Lesbian ,Black,0,0,Republican
1986,Lesbian ,Hispanic,0,0,Republican
1986,Lesbian ,White,0,0,Republican
1986,Lesbian ,Asian,1,0,Republican
1986,Lesbian ,Black,1,0,Republican
1986,Lesbian ,Hispanic,1,0,Republican
1986,Lesbian ,White,1,0,Republican
1986,Lesbian ,Asian,2,0,Republican
1986,Lesbian ,Black,2,0,Republican
1986,Lesbian ,Hispanic,2,0,Republican
1986,Lesbian ,White,2,0,Republican
1986,Straight,Asian,0,0,Republican
1986,Straight,Black,0,4.5,Republican
1986,Straight,Hispanic,0,0,Republican
1986,Straight,White,0,85.5,Republican
1986,Straight,Asian,1,0,Republican
1986,Straight,Black,1,0,Republican
1986,Straight,Hispanic,1,0,Republican
1986,Straight,White,1,100,Republican
1986,Straight,Asian,2,0,Republican
1986,Straight,Black,2,3.68,Republican
1986,Straight,Hispanic,2,0,Republican
1986,Straight,White,2,88.32,Republican
1987,Bisexual,Asian,0,0,Republican
1987,Bisexual,Black,0,0,Republican
1987,Bisexual,Hispanic,0,0,Republican
1987,Bisexual,White,0,0,Republican
1987,Bisexual,Asian,1,0,Republican
1987,Bisexual,Black,1,0,Republican
1987,Bisexual,Hispanic,1,0,Republican
1987,Bisexual,White,1,0,Republican
1987,Bisexual,Asian,2,0,Republican
1987,Bisexual,Black,2,0,Republican
1987,Bisexual,Hispanic,2,0,Republican
1987,Bisexual,White,2,0,Republican
1987,Gay     ,Asian,0,0,Republican
1987,Gay     ,Black,0,0,Republican
1987,Gay     ,Hispanic,0,0,Republican
1987,Gay     ,White,0,0,Republican
1987,Gay     ,Asian,1,0,Republican
1987,Gay     ,Black,1,0,Republican
1987,Gay     ,Hispanic,1,0,Republican
1987,Gay     ,White,1,0,Republican
1987,Gay     ,Asian,2,0,Republican
1987,Gay     ,Black,2,0,Republican
1987,Gay     ,Hispanic,2,0,Republican
1987,Gay     ,White,2,0,Republican
1987,Lesbian ,Asian,0,0,Republican
1987,Lesbian ,Black,0,0,Republican
1987,Lesbian ,Hispanic,0,0,Republican
1987,Lesbian ,White,0,0,Republican
1987,Lesbian ,Asian,1,0,Republican
1987,Lesbian ,Black,1,0,Republican
1987,Lesbian ,Hispanic,1,0,Republican
1987,Lesbian ,White,1,0,Republican
1987,Lesbian ,Asian,2,0,Republican
1987,Lesbian ,Black,2,0,Republican
1987,Lesbian ,Hispanic,2,0,Republican
1987,Lesbian ,White,2,0,Republican
1987,Straight,Asian,0,0,Republican
1987,Straight,Black,0,10,Republican
1987,Straight,Hispanic,0,5,Republican
1987,Straight,White,0,85,Republican
1987,Straight,Asian,1,0,Republican
1987,Straight,Black,1,0,Republican
1987,Straight,Hispanic,1,0,Republican
1987,Straight,White,1,100,Republican
1987,Straight,Asian,2,0,Republican
1987,Straight,Black,2,8,Republican
1987,Straight,Hispanic,2,4,Republican
1987,Straight,White,2,88,Republican
1988,Bisexual,Asian,0,0,Republican
1988,Bisexual,Black,0,0,Republican
1988,Bisexual,Hispanic,0,0,Republican
1988,Bisexual,White,0,0,Republican
1988,Bisexual,Asian,1,0,Republican
1988,Bisexual,Black,1,0,Republican
1988,Bisexual,Hispanic,1,0,Republican
1988,Bisexual,White,1,0,Republican
1988,Bisexual,Asian,2,0,Republican
1988,Bisexual,Black,2,0,Republican
1988,Bisexual,Hispanic,2,0,Republican
1988,Bisexual,White,2,0,Republican
1988,Gay     ,Asian,0,0,Republican
1988,Gay     ,Black,0,0,Republican
1988,Gay     ,Hispanic,0,0,Republican
1988,Gay     ,White,0,0,Republican
1988,Gay     ,Asian,1,0,Republican
1988,Gay     ,Black,1,0,Republican
1988,Gay     ,Hispanic,1,0,Republican
1988,Gay     ,White,1,0,Republican
1988,Gay     ,Asian,2,0,Republican
1988,Gay     ,Black,2,0,Republican
1988,Gay     ,Hispanic,2,0,Republican
1988,Gay     ,White,2,0,Republican
1988,Lesbian ,Asian,0,0,Republican
1988,Lesbian ,Black,0,0,Republican
1988,Lesbian ,Hispanic,0,0,Republican
1988,Lesbian ,White,0,0,Republican
1988,Lesbian ,Asian,1,0,Republican
1988,Lesbian ,Black,1,0,Republican
1988,Lesbian ,Hispanic,1,0,Republican
1988,Lesbian ,White,1,20,Republican
1988,Lesbian ,Asian,2,0,Republican
1988,Lesbian ,Black,2,0,Republican
1988,Lesbian ,Hispanic,2,0,Republican
1988,Lesbian ,White,2,4,Republican
1988,Straight,Asian,0,0,Republican
1988,Straight,Black,0,5,Republican
1988,Straight,Hispanic,0,0,Republican
1988,Straight,White,0,95,Republican
1988,Straight,Asian,1,0,Republican
1988,Straight,Black,1,0,Republican
1988,Straight,Hispanic,1,0,Republican
1988,Straight,White,1,80,Republican
1988,Straight,Asian,2,0,Republican
1988,Straight,Black,2,3.84,Republican
1988,Straight,Hispanic,2,0,Republican
1988,Straight,White,2,92.16,Republican
1989,Bisexual,Asian,0,0,Republican
1989,Bisexual,Black,0,0,Republican
1989,Bisexual,Hispanic,0,0,Republican
1989,Bisexual,White,0,5,Republican
1989,Bisexual,Asian,1,0,Republican
1989,Bisexual,Black,1,0,Republican
1989,Bisexual,Hispanic,1,0,Republican
1989,Bisexual,White,1,0,Republican
1989,Bisexual,Asian,2,0,Republican
1989,Bisexual,Black,2,0,Republican
1989,Bisexual,Hispanic,2,0,Republican
1989,Bisexual,White,2,4,Republican
1989,Gay     ,Asian,0,0,Republican
1989,Gay     ,Black,0,0,Republican
1989,Gay     ,Hispanic,0,0,Republican
1989,Gay     ,White,0,0,Republican
1989,Gay     ,Asian,1,0,Republican
1989,Gay     ,Black,1,0,Republican
1989,Gay     ,Hispanic,1,0,Republican
1989,Gay     ,White,1,0,Republican
1989,Gay     ,Asian,2,0,Republican
1989,Gay     ,Black,2,0,Republican
1989,Gay     ,Hispanic,2,0,Republican
1989,Gay     ,White,2,0,Republican
1989,Lesbian ,Asian,0,0,Republican
1989,Lesbian ,Black,0,0,Republican
1989,Lesbian ,Hispanic,0,0,Republican
1989,Lesbian ,White,0,0,Republican
1989,Lesbian ,Asian,1,0,Republican
1989,Lesbian ,Black,1,0,Republican
1989,Lesbian ,Hispanic,1,0,Republican
1989,Lesbian ,White,1,0,Republican
1989,Lesbian ,Asian,2,0,Republican
1989,Lesbian ,Black,2,0,Republican
1989,Lesbian ,Hispanic,2,0,Republican
1989,Lesbian ,White,2,0,Republican
1989,Straight,Asian,0,4.75,Republican
1989,Straight,Black,0,4.75,Republican
1989,Straight,Hispanic,0,0,Republican
1989,Straight,White,0,85.5,Republican
1989,Straight,Asian,1,0,Republican
1989,Straight,Black,1,20,Republican
1989,Straight,Hispanic,1,0,Republican
1989,Straight,White,1,80,Republican
1989,Straight,Asian,2,3.84,Republican
1989,Straight,Black,2,8.64,Republican
1989,Straight,Hispanic,2,0,Republican
1989,Straight,White,2,84.48,Republican
1990,Bisexual,Asian,0,0,Republican
1990,Bisexual,Black,0,0,Republican
1990,Bisexual,Hispanic,0,0,Republican
1990,Bisexual,White,0,0,Republican
1990,Bisexual,Asian,1,0,Republican
1990,Bisexual,Black,1,0,Republican
1990,Bisexual,Hispanic,1,0,Republican
1990,Bisexual,White,1,0,Republican
1990,Bisexual,Asian,2,0,Republican
1990,Bisexual,Black,2,0,Republican
1990,Bisexual,Hispanic,2,0,Republican
1990,Bisexual,White,2,0,Republican
1990,Gay     ,Asian,0,0,Republican
1990,Gay     ,Black,0,0,Republican
1990,Gay     ,Hispanic,0,0,Republican
1990,Gay     ,White,0,0,Republican
1990,Gay     ,Asian,1,0,Republican
1990,Gay     ,Black,1,0,Republican
1990,Gay     ,Hispanic,1,0,Republican
1990,Gay     ,White,1,0,Republican
1990,Gay     ,Asian,2,0,Republican
1990,Gay     ,Black,2,0,Republican
1990,Gay     ,Hispanic,2,0,Republican
1990,Gay     ,White,2,0,Republican
1990,Lesbian ,Asian,0,0,Republican
1990,Lesbian ,Black,0,0,Republican
1990,Lesbian ,Hispanic,0,0,Republican
1990,Lesbian ,White,0,0,Republican
1990,Lesbian ,Asian,1,0,Republican
1990,Lesbian ,Black,1,0,Republican
1990,Lesbian ,Hispanic,1,0,Republican
1990,Lesbian ,White,1,0,Republican
1990,Lesbian ,Asian,2,0,Republican
1990,Lesbian ,Black,2,0,Republican
1990,Lesbian ,Hispanic,2,0,Republican
1990,Lesbian ,White,2,0,Republican
1990,Straight,Asian,0,0,Republican
1990,Straight,Black,0,0,Republican
1990,Straight,Hispanic,0,5,Republican
1990,Straight,White,0,95,Republican
1990,Straight,Asian,1,0,Republican
1990,Straight,Black,1,20,Republican
1990,Straight,Hispanic,1,0,Republican
1990,Straight,White,1,80,Republican
1990,Straight,Asian,2,0,Republican
1990,Straight,Black,2,4,Republican
1990,Straight,Hispanic,2,4,Republican
1990,Straight,White,2,92,Republican
1991,Bisexual,Asian,0,0,Republican
1991,Bisexual,Black,0,0,Republican
1991,Bisexual,Hispanic,0,0,Republican
1991,Bisexual,White,0,0,Republican
1991,Bisexual,Asian,1,0,Republican
1991,Bisexual,Black,1,0,Republican
1991,Bisexual,Hispanic,1,0,Republican
1991,Bisexual,White,1,0,Republican
1991,Bisexual,Asian,2,0,Republican
1991,Bisexual,Black,2,0,Republican
1991,Bisexual,Hispanic,2,0,Republican
1991,Bisexual,White,2,0,Republican
1991,Gay     ,Asian,0,0,Republican
1991,Gay     ,Black,0,0,Republican
1991,Gay     ,Hispanic,0,0,Republican
1991,Gay     ,White,0,0,Republican
1991,Gay     ,Asian,1,0,Republican
1991,Gay     ,Black,1,0,Republican
1991,Gay     ,Hispanic,1,0,Republican
1991,Gay     ,White,1,0,Republican
1991,Gay     ,Asian,2,0,Republican
1991,Gay     ,Black,2,0,Republican
1991,Gay     ,Hispanic,2,0,Republican
1991,Gay     ,White,2,0,Republican
1991,Lesbian ,Asian,0,0,Republican
1991,Lesbian ,Black,0,0,Republican
1991,Lesbian ,Hispanic,0,0,Republican
1991,Lesbian ,White,0,0,Republican
1991,Lesbian ,Asian,1,0,Republican
1991,Lesbian ,Black,1,0,Republican
1991,Lesbian ,Hispanic,1,0,Republican
1991,Lesbian ,White,1,20,Republican
1991,Lesbian ,Asian,2,0,Republican
1991,Lesbian ,Black,2,0,Republican
1991,Lesbian ,Hispanic,2,0,Republican
1991,Lesbian ,White,2,4,Republican
1991,Straight,Asian,0,5,Republican
1991,Straight,Black,0,5,Republican
1991,Straight,Hispanic,0,0,Republican
1991,Straight,White,0,90,Republican
1991,Straight,Asian,1,0,Republican
1991,Straight,Black,1,0,Republican
1991,Straight,Hispanic,1,0,Republican
1991,Straight,White,1,80,Republican
1991,Straight,Asian,2,3.84,Republican
1991,Straight,Black,2,3.84,Republican
1991,Straight,Hispanic,2,0,Republican
1991,Straight,White,2,88.32,Republican
1992,Bisexual,Asian,0,0,Republican
1992,Bisexual,Black,0,0,Republican
1992,Bisexual,Hispanic,0,0,Republican
1992,Bisexual,White,0,0,Republican
1992,Bisexual,Asian,1,0,Republican
1992,Bisexual,Black,1,0,Republican
1992,Bisexual,Hispanic,1,0,Republican
1992,Bisexual,White,1,0,Republican
1992,Bisexual,Asian,2,0,Republican
1992,Bisexual,Black,2,0,Republican
1992,Bisexual,Hispanic,2,0,Republican
1992,Bisexual,White,2,0,Republican
1992,Gay     ,Asian,0,0,Republican
1992,Gay     ,Black,0,5,Republican
1992,Gay     ,Hispanic,0,0,Republican
1992,Gay     ,White,0,5,Republican
1992,Gay     ,Asian,1,0,Republican
1992,Gay     ,Black,1,0,Republican
1992,Gay     ,Hispanic,1,0,Republican
1992,Gay     ,White,1,0,Republican
1992,Gay     ,Asian,2,0,Republican
1992,Gay     ,Black,2,4,Republican
1992,Gay     ,Hispanic,2,0,Republican
1992,Gay     ,White,2,4,Republican
1992,Lesbian ,Asian,0,0,Republican
1992,Lesbian ,Black,0,0,Republican
1992,Lesbian ,Hispanic,0,0,Republican
1992,Lesbian ,White,0,0,Republican
1992,Lesbian ,Asian,1,0,Republican
1992,Lesbian ,Black,1,0,Republican
1992,Lesbian ,Hispanic,1,0,Republican
1992,Lesbian ,White,1,0,Republican
1992,Lesbian ,Asian,2,0,Republican
1992,Lesbian ,Black,2,0,Republican
1992,Lesbian ,Hispanic,2,0,Republican
1992,Lesbian ,White,2,0,Republican
1992,Straight,Asian,0,0,Republican
1992,Straight,Black,0,9,Republican
1992,Straight,Hispanic,0,0,Republican
1992,Straight,White,0,81,Republican
1992,Straight,Asian,1,0,Republican
1992,Straight,Black,1,0,Republican
1992,Straight,Hispanic,1,0,Republican
1992,Straight,White,1,100,Republican
1992,Straight,Asian,2,0,Republican
1992,Straight,Black,2,7.36,Republican
1992,Straight,Hispanic,2,0,Republican
1992,Straight,White,2,84.64,Republican
1993,Bisexual,Asian,0,0,Democratic
1993,Bisexual,Black,0,0,Democratic
1993,Bisexual,Hispanic,0,0,Democratic
1993,Bisexual,White,0,0,Democratic
1993,Bisexual,Asian,1,0,Democratic
1993,Bisexual,Black,1,0,Democratic
1993,Bisexual,Hispanic,1,0,Democratic
1993,Bisexual,White,1,20,Democratic
1993,Bisexual,Asian,2,0,Democratic
1993,Bisexual,Black,2,0,Democratic
1993,Bisexual,Hispanic,2,0,Democratic
1993,Bisexual,White,2,4,Democratic
1993,Gay     ,Asian,0,0,Democratic
1993,Gay     ,Black,0,0,Democratic
1993,Gay     ,Hispanic,0,0,Democratic
1993,Gay     ,White,0,5,Democratic
1993,Gay     ,Asian,1,0,Democratic
1993,Gay     ,Black,1,0,Democratic
1993,Gay     ,Hispanic,1,0,Democratic
1993,Gay     ,White,1,0,Democratic
1993,Gay     ,Asian,2,0,Democratic
1993,Gay     ,Black,2,0,Democratic
1993,Gay     ,Hispanic,2,0,Democratic
1993,Gay     ,White,2,4,Democratic
1993,Lesbian ,Asian,0,0,Democratic
1993,Lesbian ,Black,0,0,Democratic
1993,Lesbian ,Hispanic,0,0,Democratic
1993,Lesbian ,White,0,0,Democratic
1993,Lesbian ,Asian,1,0,Democratic
1993,Lesbian ,Black,1,0,Democratic
1993,Lesbian ,Hispanic,1,0,Democratic
1993,Lesbian ,White,1,0,Democratic
1993,Lesbian ,Asian,2,0,Democratic
1993,Lesbian ,Black,2,0,Democratic
1993,Lesbian ,Hispanic,2,0,Democratic
1993,Lesbian ,White,2,0,Democratic
1993,Straight,Asian,0,0,Democratic
1993,Straight,Black,0,9.5,Democratic
1993,Straight,Hispanic,0,4.75,Democratic
1993,Straight,White,0,80.85,Democratic
1993,Straight,Asian,1,0,Democratic
1993,Straight,Black,1,0,Democratic
1993,Straight,Hispanic,1,0,Democratic
1993,Straight,White,1,80,Democratic
1993,Straight,Asian,2,0,Democratic
1993,Straight,Black,2,7.36,Democratic
1993,Straight,Hispanic,2,3.68,Democratic
1993,Straight,White,2,80.96,Democratic
1994,Bisexual,Asian,0,0,Democratic
1994,Bisexual,Black,0,0,Democratic
1994,Bisexual,Hispanic,0,0,Democratic
1994,Bisexual,White,0,0,Democratic
1994,Bisexual,Asian,1,0,Democratic
1994,Bisexual,Black,1,0,Democratic
1994,Bisexual,Hispanic,1,0,Democratic
1994,Bisexual,White,1,0,Democratic
1994,Bisexual,Asian,2,0,Democratic
1994,Bisexual,Black,2,0,Democratic
1994,Bisexual,Hispanic,2,0,Democratic
1994,Bisexual,White,2,0,Democratic
1994,Gay     ,Asian,0,0,Democratic
1994,Gay     ,Black,0,0,Democratic
1994,Gay     ,Hispanic,0,0,Democratic
1994,Gay     ,White,0,5,Democratic
1994,Gay     ,Asian,1,0,Democratic
1994,Gay     ,Black,1,0,Democratic
1994,Gay     ,Hispanic,1,0,Democratic
1994,Gay     ,White,1,0,Democratic
1994,Gay     ,Asian,2,0,Democratic
1994,Gay     ,Black,2,0,Democratic
1994,Gay     ,Hispanic,2,0,Democratic
1994,Gay     ,White,2,4,Democratic
1994,Lesbian ,Asian,0,0,Democratic
1994,Lesbian ,Black,0,0,Democratic
1994,Lesbian ,Hispanic,0,0,Democratic
1994,Lesbian ,White,0,5,Democratic
1994,Lesbian ,Asian,1,0,Democratic
1994,Lesbian ,Black,1,0,Democratic
1994,Lesbian ,Hispanic,1,0,Democratic
1994,Lesbian ,White,1,0,Democratic
1994,Lesbian ,Asian,2,0,Democratic
1994,Lesbian ,Black,2,0,Democratic
1994,Lesbian ,Hispanic,2,0,Democratic
1994,Lesbian ,White,2,4,Democratic
1994,Straight,Asian,0,4.5,Democratic
1994,Straight,Black,0,9,Democratic
1994,Straight,Hispanic,0,0,Democratic
1994,Straight,White,0,76.5,Democratic
1994,Straight,Asian,1,0,Democratic
1994,Straight,Black,1,0,Democratic
1994,Straight,Hispanic,1,0,Democratic
1994,Straight,White,1,100,Democratic
1994,Straight,Asian,2,3.68,Democratic
1994,Straight,Black,2,7.36,Democratic
1994,Straight,Hispanic,2,0,Democratic
1994,Straight,White,2,80.96,Democratic
1995,Bisexual,Asian,0,0,Democratic
1995,Bisexual,Black,0,0,Democratic
1995,Bisexual,Hispanic,0,0,Democratic
1995,Bisexual,White,0,0,Democratic
1995,Bisexual,Asian,1,0,Democratic
1995,Bisexual,Black,1,0,Democratic
1995,Bisexual,Hispanic,1,0,Democratic
1995,Bisexual,White,1,0,Democratic
1995,Bisexual,Asian,2,0,Democratic
1995,Bisexual,Black,2,0,Democratic
1995,Bisexual,Hispanic,2,0,Democratic
1995,Bisexual,White,2,0,Democratic
1995,Gay     ,Asian,0,0,Democratic
1995,Gay     ,Black,0,0,Democratic
1995,Gay     ,Hispanic,0,0,Democratic
1995,Gay     ,White,0,0,Democratic
1995,Gay     ,Asian,1,0,Democratic
1995,Gay     ,Black,1,0,Democratic
1995,Gay     ,Hispanic,1,0,Democratic
1995,Gay     ,White,1,20,Democratic
1995,Gay     ,Asian,2,0,Democratic
1995,Gay     ,Black,2,0,Democratic
1995,Gay     ,Hispanic,2,0,Democratic
1995,Gay     ,White,2,4,Democratic
1995,Lesbian ,Asian,0,0,Democratic
1995,Lesbian ,Black,0,0,Democratic
1995,Lesbian ,Hispanic,0,0,Democratic
1995,Lesbian ,White,0,0,Democratic
1995,Lesbian ,Asian,1,0,Democratic
1995,Lesbian ,Black,1,0,Democratic
1995,Lesbian ,Hispanic,1,0,Democratic
1995,Lesbian ,White,1,0,Democratic
1995,Lesbian ,Asian,2,0,Democratic
1995,Lesbian ,Black,2,0,Democratic
1995,Lesbian ,Hispanic,2,0,Democratic
1995,Lesbian ,White,2,0,Democratic
1995,Straight,Asian,0,0,Democratic
1995,Straight,Black,0,0,Democratic
1995,Straight,Hispanic,0,0,Democratic
1995,Straight,White,0,100,Democratic
1995,Straight,Asian,1,0,Democratic
1995,Straight,Black,1,0,Democratic
1995,Straight,Hispanic,1,0,Democratic
1995,Straight,White,1,80,Democratic
1995,Straight,Asian,2,0,Democratic
1995,Straight,Black,2,0,Democratic
1995,Straight,Hispanic,2,0,Democratic
1995,Straight,White,2,96,Democratic
1996,Bisexual,Asian,0,0,Democratic
1996,Bisexual,Black,0,0,Democratic
1996,Bisexual,Hispanic,0,0,Democratic
1996,Bisexual,White,0,0,Democratic
1996,Bisexual,Asian,1,0,Democratic
1996,Bisexual,Black,1,0,Democratic
1996,Bisexual,Hispanic,1,0,Democratic
1996,Bisexual,White,1,0,Democratic
1996,Bisexual,Asian,2,0,Democratic
1996,Bisexual,Black,2,0,Democratic
1996,Bisexual,Hispanic,2,0,Democratic
1996,Bisexual,White,2,0,Democratic
1996,Gay     ,Asian,0,0,Democratic
1996,Gay     ,Black,0,0,Democratic
1996,Gay     ,Hispanic,0,0,Democratic
1996,Gay     ,White,0,0,Democratic
1996,Gay     ,Asian,1,0,Democratic
1996,Gay     ,Black,1,0,Democratic
1996,Gay     ,Hispanic,1,0,Democratic
1996,Gay     ,White,1,0,Democratic
1996,Gay     ,Asian,2,0,Democratic
1996,Gay     ,Black,2,0,Democratic
1996,Gay     ,Hispanic,2,0,Democratic
1996,Gay     ,White,2,0,Democratic
1996,Lesbian ,Asian,0,0,Democratic
1996,Lesbian ,Black,0,0,Democratic
1996,Lesbian ,Hispanic,0,0,Democratic
1996,Lesbian ,White,0,0,Democratic
1996,Lesbian ,Asian,1,0,Democratic
1996,Lesbian ,Black,1,0,Democratic
1996,Lesbian ,Hispanic,1,0,Democratic
1996,Lesbian ,White,1,0,Democratic
1996,Lesbian ,Asian,2,0,Democratic
1996,Lesbian ,Black,2,0,Democratic
1996,Lesbian ,Hispanic,2,0,Democratic
1996,Lesbian ,White,2,0,Democratic
1996,Straight,Asian,0,0,Democratic
1996,Straight,Black,0,5,Democratic
1996,Straight,Hispanic,0,0,Democratic
1996,Straight,White,0,95,Democratic
1996,Straight,Asian,1,0,Democratic
1996,Straight,Black,1,20,Democratic
1996,Straight,Hispanic,1,0,Democratic
1996,Straight,White,1,80,Democratic
